"Symbol","Ensembl","EntrezGeneID","Uniprot","Name","Protein_Coverage","Number_of_Unique_Peptides","Number_of_Peptides","M197vsM398","M197vsM180","M197vsM194","M202vsM194","M418vsM194","M202vsM180","M202vsM398","M418vsM180","M418vsM398","Number_of_ratios","Ratio_mean","Ratio_SEM","pvalue","FDR"
"15877","FARS2","ENSG00000145982",10667,"O95363","phenylalanyl-tRNA synthetase 2, mitochondrial",2.22,1,1,0,0.997,1.097,0.487,0.918,0.437,0,0.82,0,6,0.79,0.11,0.269,0.447
"15880","LYPLA2","ENSG00000011009",11313,"O95372","lysophospholipase 2",6.93,2,2,1.146,0.966,0.816,0.893,0.97,1.011,1.39,1.032,1.426,9,1.07,0.07,0.229,0.404
"15881","IPO7","ENSG00000205339",10527,"O95373","importin 7",9.06,8,8,0.845,0.602,0.473,0.595,0.429,0.754,1.13,0.536,0.806,9,0.69,0.07,0.005,0.039
"15882","ARIH2","ENSG00000177479",10425,"O95376","ariadne RBR E3 ubiquitin protein ligase 2",5.48,2,2,0.96,0.675,0.77,0.895,1.151,0.775,1.102,0.992,1.416,9,0.97,0.08,0.907,0.949
"15889","SLU7","ENSG00000164609",10569,"O95391","SLU7 homolog, splicing factor",16.55,8,8,1.005,0.888,1.414,0.593,1.467,0.554,0.626,1.364,1.548,9,1.05,0.14,0.512,0.684
"15891","PGM3","ENSG00000013375",5238,"O95394","phosphoglucomutase 3",13.47,7,7,1.057,0.771,0.692,0.714,0.916,0.64,1.003,0.859,1.26,9,0.88,0.07,0.306,0.487
"15892","GCNT3","ENSG00000140297",9245,"O95395","glucosaminyl (N-acetyl) transferase 3, mucin type",1.37,1,1,0,0,0,0,0,1.194,1.204,1.075,1.089,4,1.14,0.03,0.037,0.133
"15896","CD2BP2","ENSG00000169217",10421,"O95400","CD2 cytoplasmic tail binding protein 2",16.72,4,4,1.194,1.245,1.086,0.933,1.03,1.001,1.013,1.14,1.125,9,1.09,0.03,0.017,0.082
"15898","ZFYVE9","ENSG00000157077",9372,"O95405","zinc finger FYVE-type containing 9",0.63,1,1,0.806,1.255,0.874,0.782,0.812,1.11,0.712,1.147,0.739,9,0.92,0.07,0.057,0.174
"15906","SVIL","ENSG00000197321",6840,"O95425","supervillin",11.83,19,19,0.772,1.266,1.465,1.677,1.92,1.147,0.834,1.223,0.917,9,1.25,0.13,0.18,0.346
"15910","AHSA1","ENSG00000100591",10598,"O95433","activator of HSP90 ATPase activity 1",27.81,9,9,1.343,0.642,0.709,0.748,0.859,0.724,1.232,0.79,1.378,9,0.94,0.1,0.723,0.837
"15923","PARN","ENSG00000140694",5073,"O95453","poly(A)-specific ribonuclease",15.18,8,8,0.887,0.892,0.842,0.828,0.766,0.979,0.77,0.888,0.704,9,0.84,0.03,0,0.004
"15924","PARN","ENSG00000274829",5073,"O95453","poly(A)-specific ribonuclease",15.18,8,8,0.887,0.892,0.842,0.828,0.766,0.979,0.77,0.888,0.704,9,0.84,0.03,0,0.004
"15926","PSMG1","ENSG00000183527",8624,"O95456","proteasome assembly chaperone 1",3.47,1,1,0.81,0.647,0.557,0.779,0.736,0.895,1.12,0.841,1.058,9,0.83,0.06,0.039,0.137
"15931","SGPL1","ENSG00000166224",8879,"O95470","sphingosine-1-phosphate lyase 1",10.04,5,5,0.873,1.092,0.817,0.934,0.879,1.021,0.846,1.002,0.875,9,0.93,0.03,0.015,0.076
"15939","NSA2","ENSG00000164346",10412,"O95478","NSA2 ribosome biogenesis factor",7.69,2,2,0.803,0.715,0.959,0.848,1.111,0.624,0.7,0.813,0.917,9,0.83,0.05,0.015,0.077
"15940","H6PD","ENSG00000049239",9563,"O95479","hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase",11.88,9,9,1.218,1.632,0.964,0.823,0.998,1.369,0.998,1.703,1.09,9,1.2,0.1,0.154,0.314
"15942","SEC24A","ENSG00000113615",10802,"O95486","SEC24 homolog A, COPII coat complex component",4.39,3,3,1.056,0.856,0.987,1.132,0.736,0.971,1.197,0.628,0.778,9,0.93,0.06,0.154,0.313
"15943","SEC24B","ENSG00000138802",10427,"O95487","SEC24 homolog B, COPII coat complex component",5.28,4,4,0.676,1.1,0.872,1.013,1.128,1.508,0.775,1.732,0.862,9,1.07,0.12,0.755,0.857
"15944","ADGRL2","ENSG00000117114",23266,"O95490","adhesion G protein-coupled receptor L2",6.17,7,7,1.074,1.601,2.334,2.057,1.617,1.434,0.935,1.222,0.741,9,1.45,0.17,0.114,0.263
"15954","TDP2","ENSG00000111802",51567,"O95551","tyrosyl-DNA phosphodiesterase 2",7.73,2,2,1.594,0.927,1.044,0.604,1.275,0.53,0.911,1.113,1.921,9,1.1,0.15,0.233,0.408
"15960","ETHE1","ENSG00000105755",23474,"O95571","ETHE1 persulfide dioxygenase",27.95,6,6,0.714,1.135,0.813,0.892,0.765,1.026,0.746,0.814,0.6,9,0.83,0.05,0.004,0.032
"15961","ACSL3","ENSG00000123983",2181,"O95573","acyl-CoA synthetase long chain family member 3",12.22,7,7,0.774,0.874,0.89,0.962,0.908,0.906,0.836,0.877,0.802,9,0.87,0.02,0,0.005
"15963","POLR1A","ENSG00000068654",25885,"O95602","RNA polymerase I subunit A",6.28,7,7,0.87,0.967,0.934,0.955,1.09,0.835,0.994,0.911,1.163,9,0.97,0.03,0.947,0.972
"15964","PCNT","ENSG00000160299",5116,"O95613","pericentrin",1.56,4,4,0.457,0.628,0.454,0.992,0.762,1.357,0.987,1.037,0.758,9,0.83,0.1,0.018,0.087
"15977","DIRAS3","ENSG00000162595",9077,"O95661","DIRAS family GTPase 3",4.8,1,1,1.16,1.79,3.139,3.466,3.016,1.953,1.264,1.691,1.1,9,2.06,0.3,0.007,0.046
"15986","ASMTL","ENSG00000169093",8623,"O95671","acetylserotonin O-methyltransferase like",17.71,9,9,0.944,0.605,0.549,0.606,0.977,0.661,1.03,1.094,1.656,9,0.9,0.12,0.642,0.785
"15988","CDS2","ENSG00000101290",8760,"O95674","CDP-diacylglycerol synthase 2",6.97,2,2,0,0,0,0,0.735,0,0,0,0.832,2,0,0,0.058,0.175
"16008","PPP1R3D","ENSG00000132825",5509,"O95685","protein phosphatase 1 regulatory subunit 3D",4.68,1,1,0,0.938,0.898,1.123,0.973,1.158,0,0.998,0,6,1.01,0.04,0.705,0.826
"16013","HERC2","ENSG00000128731",8924,"O95714","HECT and RLD domain containing E3 ubiquitin protein ligase 2",0.68,2,2,1.051,1.123,1.027,0.926,1.041,1.001,0.935,1.119,1.051,9,1.03,0.02,0.188,0.356
"16014","HERC2","ENSG00000276802",8924,"O95714","HECT and RLD domain containing E3 ubiquitin protein ligase 2",0.68,2,2,1.051,1.123,1.027,0.926,1.041,1.001,0.935,1.119,1.051,9,1.03,0.02,0.188,0.356
"16015","HERC2","ENSG00000277278",8924,"O95714","HECT and RLD domain containing E3 ubiquitin protein ligase 2",0.68,2,2,1.051,1.123,1.027,0.926,1.041,1.001,0.935,1.119,1.051,9,1.03,0.02,0.188,0.356
"16019","SNAP29","ENSG00000099940",9342,"O95721","synaptosome associated protein 29",42.25,7,7,1.059,1.359,1.012,0.96,1.027,1.105,1.162,1.16,0.965,9,1.09,0.04,0.117,0.266
"16023","OXSR1","ENSG00000172939",9943,"O95747","oxidative stress responsive kinase 1",18.41,7,8,1.158,0.921,0.768,0.925,0.953,0.816,1.136,0.85,1.093,9,0.96,0.05,0.656,0.794
"16024","GGPS1","ENSG00000152904",9453,"O95749","geranylgeranyl diphosphate synthase 1",3.67,1,1,1.209,0.864,1.289,1.397,1.801,0.926,1.294,1.187,1.667,9,1.29,0.1,0.004,0.034
"16029","HSPA4L","ENSG00000164070",22824,"O95757","heat shock protein family A (Hsp70) member 4 like",10.37,6,9,0.658,0.597,0.891,1.564,1.254,0.933,1.027,0.774,0.897,9,0.96,0.1,0.41,0.592
"16033","STARD3NL","ENSG00000010270",83930,"O95772","STARD3 N-terminal like",14.53,3,3,1.121,0.867,1.316,1.338,1.469,1.138,1.469,0.965,1.251,9,1.21,0.07,0.015,0.077
"16034","LSM8","ENSG00000128534",51691,"O95777","LSM8 homolog, U6 small nuclear RNA associated",43.75,4,4,1.005,1.218,1.238,1.135,1.095,1.12,0.937,1.08,0.9,9,1.08,0.04,0.214,0.388
"16036","AP2A1","ENSG00000196961",160,"O95782","adaptor related protein complex 2 subunit alpha 1",23.23,14,20,0.947,0.869,0.696,0.879,0.735,1.101,1.165,0.911,1,9,0.92,0.05,0.085,0.218
"16037","WIZ","ENSG00000011451",58525,"O95785","WIZ zinc finger",2.79,4,4,1.308,1.606,1.38,1.124,1.242,1.173,1.019,1.372,1.125,9,1.26,0.06,0.002,0.021
"16039","ZMYM6","ENSG00000163867",9204,"O95789","zinc finger MYM-type containing 6",1.28,1,1,0.617,0.866,1.18,1.267,1.391,0.918,0.654,1.003,0.718,9,0.96,0.09,0.338,0.52
"16040","STAU1","ENSG00000124214",6780,"O95793","staufen double-stranded RNA binding protein 1",27.9,12,14,1.236,1.213,1.304,1.211,1.15,1.04,1.111,1.126,1.249,9,1.18,0.03,0,0.001
"16042","TTC4","ENSG00000243725",7268,"O95801","tetratricopeptide repeat domain 4",4.91,2,2,0.842,0.639,0.707,1.167,0.632,1.043,1.372,0.562,0.743,9,0.86,0.09,0.047,0.154
"16045","CAVIN2","ENSG00000168497",8436,"O95810","caveolae associated protein 2",12.94,3,3,0,0.274,0,0,0,0.166,0,0.352,0,3,0.26,0.05,0,0
"16047","BAG2","ENSG00000112208",9532,"O95816","BCL2 associated athanogene 2",33.18,7,7,0.764,1.396,1.323,1.22,1.152,1.289,0.655,1.25,0.626,9,1.08,0.1,0.711,0.83
"16048","BAG3","ENSG00000151929",9531,"O95817","BCL2 associated athanogene 3",18.78,9,9,0.927,0.98,1.289,0.964,1.398,0.78,0.726,1.175,0.97,9,1.02,0.07,0.681,0.811
"16049","MAP4K4","ENSG00000071054",9448,"O95819","mitogen-activated protein kinase kinase kinase kinase 4",8.39,5,6,0.97,0.901,0.984,1.184,1.153,1.348,1.212,1.028,1.046,9,1.09,0.05,0.15,0.309
"16050","MLYCD","ENSG00000103150",23417,"O95822","malonyl-CoA decarboxylase",5.48,2,2,1.102,0.975,0.997,1.011,0.879,0.977,1.103,0.845,0.958,9,0.98,0.03,0.503,0.676
"16051","CRYZL1","ENSG00000205758",9946,"O95825","crystallin zeta like 1",7.74,3,3,1.012,0.834,1.091,1.192,1.349,0.901,1.092,1.014,1.235,9,1.08,0.05,0.066,0.191
"16052","AIFM1","ENSG00000156709",9131,"O95831","apoptosis inducing factor mitochondria associated 1",27.73,14,14,1.123,1.327,1.232,1.058,1.135,1.125,0.896,1.14,0.923,9,1.11,0.05,0.13,0.283
"16066","BPNT1","ENSG00000162813",10380,"O95861","3'(2'), 5'-bisphosphate nucleotidase 1",9.42,3,3,0.828,0.619,0.701,0.968,0.939,0.845,1.129,0.816,1.095,9,0.88,0.06,0.139,0.294
"16068","FADS2","ENSG00000134824",9415,"O95864","fatty acid desaturase 2",2.48,1,1,1.878,1.294,0.558,0.847,0.646,1.941,2.814,1.472,2.145,9,1.51,0.25,0.163,0.326
"16069","DDAH2","ENSG00000213722",23564,"O95865","dimethylarginine dimethylaminohydrolase 2",37.54,7,8,1.266,1.268,1.149,1.355,1.494,1.325,1.268,1.538,1.416,9,1.34,0.04,0,0.001
"16070","DDAH2","ENSG00000225635",23564,"O95865","dimethylarginine dimethylaminohydrolase 2",37.54,7,8,1.266,1.268,1.149,1.355,1.494,1.325,1.268,1.538,1.416,9,1.34,0.04,0,0.001
"16071","DDAH2","ENSG00000226634",23564,"O95865","dimethylarginine dimethylaminohydrolase 2",37.54,7,8,1.266,1.268,1.149,1.355,1.494,1.325,1.268,1.538,1.416,9,1.34,0.04,0,0.001
"16072","DDAH2","ENSG00000233076",23564,"O95865","dimethylarginine dimethylaminohydrolase 2",37.54,7,8,1.266,1.268,1.149,1.355,1.494,1.325,1.268,1.538,1.416,9,1.34,0.04,0,0.001
"16073","DDAH2","ENSG00000227317",23564,"O95865","dimethylarginine dimethylaminohydrolase 2",37.54,7,8,1.266,1.268,1.149,1.355,1.494,1.325,1.268,1.538,1.416,9,1.34,0.04,0,0.001
"16074","DDAH2","ENSG00000228128",23564,"O95865","dimethylarginine dimethylaminohydrolase 2",37.54,7,8,1.266,1.268,1.149,1.355,1.494,1.325,1.268,1.538,1.416,9,1.34,0.04,0,0.001
"16075","DDAH2","ENSG00000206395",23564,"O95865","dimethylarginine dimethylaminohydrolase 2",37.54,7,8,1.266,1.268,1.149,1.355,1.494,1.325,1.268,1.538,1.416,9,1.34,0.04,0,0.001
"16097","ABHD16A","ENSG00000204427",7920,"O95870","abhydrolase domain containing 16A",13.08,5,5,0.981,1.069,0.995,1.321,1.213,1.082,1.239,1.231,1.216,9,1.15,0.04,0.003,0.03
"16098","ABHD16A","ENSG00000236063",7920,"O95870","abhydrolase domain containing 16A",13.08,5,5,0.981,1.069,0.995,1.321,1.213,1.082,1.239,1.231,1.216,9,1.15,0.04,0.003,0.03
"16099","ABHD16A","ENSG00000224552",7920,"O95870","abhydrolase domain containing 16A",13.08,5,5,0.981,1.069,0.995,1.321,1.213,1.082,1.239,1.231,1.216,9,1.15,0.04,0.003,0.03
"16100","ABHD16A","ENSG00000206403",7920,"O95870","abhydrolase domain containing 16A",13.08,5,5,0.981,1.069,0.995,1.321,1.213,1.082,1.239,1.231,1.216,9,1.15,0.04,0.003,0.03
"16101","ABHD16A","ENSG00000230475",7920,"O95870","abhydrolase domain containing 16A",13.08,5,5,0.981,1.069,0.995,1.321,1.213,1.082,1.239,1.231,1.216,9,1.15,0.04,0.003,0.03
"16102","ABHD16A","ENSG00000231488",7920,"O95870","abhydrolase domain containing 16A",13.08,5,5,0.981,1.069,0.995,1.321,1.213,1.082,1.239,1.231,1.216,9,1.15,0.04,0.003,0.03
"16103","ABHD16A","ENSG00000235676",7920,"O95870","abhydrolase domain containing 16A",13.08,5,5,0.981,1.069,0.995,1.321,1.213,1.082,1.239,1.231,1.216,9,1.15,0.04,0.003,0.03
"16119","TXNDC12","ENSG00000117862",51060,"O95881","thioredoxin domain containing 12",22.09,4,4,1.161,1.577,1.171,1.176,0.858,1.412,0.916,1.131,0.873,9,1.14,0.08,0.372,0.554
"16136","SYF2","ENSG00000117614",25949,"O95926","SYF2 pre-mRNA splicing factor",4.53,1,1,1.23,1.557,1.46,1.793,0.996,1.541,1.215,1.089,0.863,9,1.3,0.1,0.062,0.182
"16157","MBD3","ENSG00000071655",53615,"O95983","methyl-CpG binding domain protein 3",13.75,3,5,1.398,1.139,1.335,1.311,1.448,1.045,1.149,1.271,1.284,9,1.26,0.04,0,0.001
"16158","TOP3B","ENSG00000100038",8940,"O95985","DNA topoisomerase III beta",1.16,1,1,0,0,0,1.015,1.787,1.237,0,2.166,0,4,1.55,0.26,0.913,0.953
"16160","NUDT3","ENSG00000272325",11165,"O95989","nudix hydrolase 3",30.81,4,4,0.905,0.762,1.069,1.147,1.508,0.845,1.28,0.917,1.259,9,1.08,0.08,0.223,0.399
"16165","APC2","ENSG00000115266",10297,"O95996","APC regulator of WNT signaling pathway 2",1.35,3,3,0.85,1.193,1.157,1.041,2.143,1.062,0.756,2.173,1.554,9,1.33,0.17,0.071,0.199
"16168","BCL10","ENSG00000142867",8915,"O95999","BCL10 immune signaling adaptor",12.02,3,3,2.019,1.208,1.078,0.968,0.881,1.072,1.791,0.971,1.629,9,1.29,0.14,0.036,0.131
"16169","NDUFB10","ENSG00000140990",4716,"O96000","NADH:ubiquinone oxidoreductase subunit B10",35.47,6,6,1.212,1.486,1.393,0.95,0.848,1.052,0.965,0.944,0.782,9,1.07,0.08,0.794,0.882
"16172","CLPTM1","ENSG00000104853",1209,"O96005","CLPTM1 regulator of GABA type A receptor forward trafficking",7.32,4,4,1.641,1.232,0.846,0.995,1.293,1.154,2.149,1.527,2.856,9,1.52,0.21,0.014,0.072
"16175","TOMM40","ENSG00000130204",10452,"O96008","translocase of outer mitochondrial membrane 40",25.48,6,6,0.908,0.968,0.805,0.769,0.761,0.853,0.743,0.846,0.789,9,0.83,0.02,0,0.005
"16177","PEX11B","ENSG00000131779",8799,"O96011","peroxisomal biogenesis factor 11 beta",8.11,2,2,0.59,0.793,1.096,1.718,1.55,1.671,1.37,1.102,0.823,9,1.19,0.14,0.725,0.838
"16178","PAK4","ENSG00000130669",10298,"O96013","p21 (RAC1) activated kinase 4",1.35,1,1,1.106,0.878,0.674,0.872,0.709,1.124,1.413,0.909,1.148,9,0.98,0.08,0.588,0.744
"16183","ACTL6A","ENSG00000136518",86,"O96019","actin like 6A",30.54,12,12,1.178,1.267,1.09,1.077,1.049,1.149,1.123,1.065,1.093,9,1.12,0.02,0.001,0.012
"16190","NSD2","ENSG00000109685",7468,"O96028","nuclear receptor binding SET domain protein 2",3.37,3,3,0.848,0.852,0.804,1.345,1.303,1.038,1.032,1.153,1.152,9,1.06,0.07,0.446,0.628
"16191","MOCS2","ENSG00000164172",4338,"O96033","molybdenum cofactor synthesis 2",12.5,1,1,1.287,1.363,1.248,0,0,0,0,0,0,3,1.3,0.03,0.01,0.059
"16194","CYB5A","ENSG00000166347",1528,"P00167","cytochrome b5 type A",32.09,3,3,0.654,1.101,1.083,1.198,1.379,1.203,0.714,1.377,0.821,9,1.06,0.09,0.903,0.946
"16197","LDHA","ENSG00000288299",3939,"P00338","lactate dehydrogenase A",42.77,12,14,0.923,0.89,0.814,0.883,0.849,0.929,1.013,0.92,1.034,9,0.92,0.02,0.027,0.11
"16198","LDHA","ENSG00000134333",3939,"P00338","lactate dehydrogenase A",42.77,12,14,0.923,0.89,0.814,0.883,0.849,0.929,1.013,0.92,1.034,9,0.92,0.02,0.027,0.11
"16200","GLUD1","ENSG00000148672",2746,"P00367","glutamate dehydrogenase 1",39.25,22,22,0.718,1.007,0.902,1.212,0.831,1.305,0.925,0.842,0.607,9,0.93,0.07,0.04,0.14
"16201","DHFR","ENSG00000228716",1719,"P00374","dihydrofolate reductase",14.44,3,3,1.754,0.846,0.896,0.771,0.727,0.696,1.979,0.598,1.825,9,1.12,0.19,0.482,0.658
"16202","CYB5R3","ENSG00000100243",1727,"P00387","cytochrome b5 reductase 3",24.25,5,5,0.961,1.709,1.094,0.992,0.825,1.432,0.777,1.19,0.663,9,1.07,0.11,0.631,0.777
"16203","GSR","ENSG00000104687",2936,"P00390","glutathione-disulfide reductase",10.34,5,5,0.96,1.071,0.964,0.838,0.712,0.987,0.822,0.996,0.805,9,0.91,0.04,0.02,0.092
"16205","COX2","ENSG00000198712",4513,"P00403","cytochrome c oxidase subunit II",23.35,4,4,0.807,0.701,0.911,1.155,1.05,0.891,0.865,0.703,0.858,9,0.88,0.05,0.038,0.135
"16208","SOD1","ENSG00000142168",6647,"P00441","superoxide dismutase 1",35.06,6,6,1.035,0.903,0.935,0.838,0.963,0.77,0.937,0.851,1.015,9,0.92,0.03,0.044,0.149
"16212","F13A1","ENSG00000124491",2162,"P00488","coagulation factor XIII A chain",2.87,2,2,1.385,0.852,1.279,1.102,1.487,0.726,1.179,0.974,1.589,9,1.17,0.1,0.017,0.083
"16213","PNP","ENSG00000198805",4860,"P00491","purine nucleoside phosphorylase",26.99,7,7,0.985,0.937,0.921,0.981,0.941,1.102,1.166,0.947,1.042,9,1,0.03,0.763,0.864
"16214","HPRT1","ENSG00000165704",3251,"P00492","hypoxanthine phosphoribosyltransferase 1",19.72,4,4,1.037,0.459,0.603,0.755,0.682,0.585,1.211,0.525,0.943,9,0.76,0.09,0.038,0.136
"16215","GOT2","ENSG00000125166",2806,"P00505","glutamic-oxaloacetic transaminase 2",31.63,16,16,0.823,1.208,1.266,1.197,1.055,1.156,0.741,1.007,0.642,9,1.01,0.08,0.434,0.617
"16219","PGK1","ENSG00000102144",5230,"P00558","phosphoglycerate kinase 1",63.79,25,25,0.948,0.866,0.876,0.99,1.061,0.918,1.018,0.994,1.067,9,0.97,0.02,0.54,0.707
"16220","AK1","ENSG00000106992",203,"P00568","adenylate kinase 1",47.94,8,9,0.651,0.758,1.284,1.602,1.92,0.91,0.779,1.087,0.937,9,1.1,0.14,0.723,0.837
"16222","F2","ENSG00000180210",2147,"P00734","coagulation factor II, thrombin",5.31,3,3,0,0,0,2.008,2.354,0,0.55,0,1.157,4,1.52,0.41,0.391,0.572
"16231","PLG","ENSG00000122194",5340,"P00747","plasminogen",2.96,2,3,0.891,1.881,2.723,2.306,2.296,1.081,0.64,1.07,0.637,9,1.5,0.27,0.309,0.491
"16243","ADA","ENSG00000196839",100,"P00813","adenosine deaminase",16.25,5,5,0.707,0.577,0.919,0.986,1.153,0.592,0.755,0.88,0.951,9,0.84,0.06,0.062,0.183
"16247","ASS1","ENSG00000130707",445,"P00966","argininosuccinate synthase 1",4.13,3,3,0.382,0.417,1.279,1.614,1.033,0.762,0.593,0.485,0.379,9,0.77,0.15,0.04,0.141
"16250","SERPINC1","ENSG00000117601",462,"P01008","serpin family C member 1",1.94,1,1,1.19,1.658,2.611,2.517,2.313,1.579,1.132,1.443,1.04,9,1.72,0.2,0.008,0.052
"16251","SERPINA1","ENSG00000277377",5265,"P01009","serpin family A member 1",3.35,1,2,1.299,0,2.736,3.637,1.377,0,1.704,0,0.645,6,1.9,0.45,0.178,0.345
"16252","SERPINA1","ENSG00000197249",5265,"P01009","serpin family A member 1",3.35,1,2,1.299,0,2.736,3.637,1.377,0,1.704,0,0.645,6,1.9,0.45,0.178,0.345
"16255","A2M","ENSG00000175899",2,"P01023","alpha-2-macroglobulin",11.67,12,16,0.836,1.927,2.263,2.463,1.683,1.913,0.979,1.523,0.683,9,1.59,0.21,0.143,0.3
"16259","CST3","ENSG00000101439",1471,"P01034","cystatin C",10.96,1,1,1.397,1.22,1.151,0.714,0.663,0.748,0.856,0.691,0.794,9,0.91,0.09,0.255,0.432
"16267","HRAS","ENSG00000174775",3265,"P01112","HRas proto-oncogene, GTPase",20.11,3,4,0.913,1.044,1.147,1.283,1.263,1.154,1.009,1.13,0.992,9,1.1,0.04,0.08,0.211
"16268","HRAS","ENSG00000276536",3265,"P01112","HRas proto-oncogene, GTPase",20.11,3,4,0.913,1.044,1.147,1.283,1.263,1.154,1.009,1.13,0.992,9,1.1,0.04,0.08,0.211
"16269","KRAS","ENSG00000133703",3845,"P01116","KRAS proto-oncogene, GTPase",20.11,2,3,0.911,1.109,0.918,0.909,0.762,1.085,0.891,0.905,0.747,9,0.92,0.04,0.012,0.066
"16271","LDLR","ENSG00000130164",3949,"P01130","low density lipoprotein receptor",3.02,2,2,0.456,0,0.533,0.419,0,0,0.354,0,0,4,0.44,0.04,0.002,0.023
"16390","HBD","ENSG00000223609",3045,"P02042","hemoglobin subunit delta",12.93,2,2,1.485,1.569,1.146,1.019,1.026,1.26,1.304,1.09,0.989,9,1.21,0.07,0.034,0.125
"16393","COL1A1","ENSG00000108821",1277,"P02452","collagen type I alpha 1 chain",31.15,29,30,2.631,4.83,0.947,0.228,2.469,1.051,0.709,10.459,5.512,9,3.2,1.09,0.093,0.231
"16394","COL2A1","ENSG00000139219",1280,"P02458","collagen type II alpha 1 chain",16.75,13,16,1.184,1.868,1.796,1.363,1.488,1.683,1.178,1.346,0.923,9,1.43,0.1,0.012,0.065
"16395","COL3A1","ENSG00000168542",1281,"P02461","collagen type III alpha 1 chain",44.47,43,45,6.864,5.542,1.894,0.295,3.855,1.096,1.024,12.725,14.386,9,5.3,1.73,0.016,0.08
"16396","COL4A1","ENSG00000187498",1282,"P02462","collagen type IV alpha 1 chain",4.49,6,6,5.868,6.385,2.087,0.205,2.304,0.759,0.529,9.132,7.456,9,3.86,1.12,0.061,0.18
"16401","KRT6A","ENSG00000205420",3853,"P02538","keratin 6A",29.43,2,18,0.924,1.375,0.857,0.285,0.46,0.452,0.304,0.727,0.49,9,0.65,0.12,0.016,0.079
"16402","LMNA","ENSG00000160789",4000,"P02545","lamin A/C",62.2,48,50,0.999,1.565,1.349,0.981,0.959,1.144,0.706,1.079,0.686,9,1.05,0.09,0.765,0.865
"16404","TNNC2","ENSG00000101470",7125,"P02585","troponin C2, fast skeletal type",43.75,5,6,0.583,0.777,1.491,1.929,1.914,1.151,0.695,1.078,0.758,9,1.15,0.17,0.917,0.955
"16406","APOE","ENSG00000130203",348,"P02649","apolipoprotein E",29.02,8,8,0.874,1.745,1.108,1.219,0.569,2.423,1.014,0.983,0.398,9,1.15,0.2,0.323,0.504
"16416","CHRNA1","ENSG00000138435",1134,"P02708","cholinergic receptor nicotinic alpha 1 subunit",1.45,1,1,1.253,1.031,0.99,0.95,0.964,0.979,1.188,0.988,1.204,9,1.06,0.04,0.08,0.213
"16425","APOH","ENSG00000091583",350,"P02749","apolipoprotein H",1.74,1,1,1.006,1.587,1.704,1.086,1.309,1,0.633,1.198,0.762,9,1.14,0.12,0.565,0.727
"16427","FN1","ENSG00000115414",2335,"P02751","fibronectin 1",16.97,30,30,0.806,1.396,1.07,0.989,0.812,1.294,0.735,1.06,0.625,9,0.98,0.09,0.173,0.339
"16431","AHSG","ENSG00000145192",197,"P02765","alpha 2-HS glycoprotein",5.45,2,2,1.26,2.093,2.774,3.245,2.054,2.147,1.416,1.391,0.873,9,1.92,0.25,0.014,0.075
"16433","ALB","ENSG00000163631",213,"P02768","albumin",11,8,8,1.077,1.516,2.635,2.948,2.227,1.917,1.244,1.459,0.99,9,1.78,0.23,0.015,0.076
"16434","AFP","ENSG00000081051",174,"P02771","alpha fetoprotein",4.11,3,3,1.385,1.904,2.42,2.446,2.267,1.832,1.336,1.549,1.131,9,1.81,0.16,0.001,0.018
"16435","GC","ENSG00000145321",2638,"P02774","GC vitamin D binding protein",10.13,4,4,1.154,1.611,1.869,2.02,1.678,1.711,1.232,1.422,1.023,9,1.52,0.11,0.004,0.033
"16439","TFRC","ENSG00000072274",7037,"P02786","transferrin receptor",27.63,19,19,1.116,1.272,1.284,0.912,0.891,0.845,0.766,0.765,0.766,9,0.96,0.07,0.369,0.551
"16440","TF","ENSG00000091513",7018,"P02787","transferrin",2.01,1,1,1.013,1.617,3.185,3.119,2.886,1.549,1.031,1.424,0.984,9,1.87,0.31,0.027,0.109
"16441","LTF","ENSG00000012223",4057,"P02788","lactotransferrin",1.27,1,1,1.08,1.746,2.881,2.747,2.085,1.645,1.017,1.242,0.771,9,1.69,0.25,0.065,0.189
"16443","FTL","ENSG00000087086",2512,"P02792","ferritin light chain",13.14,3,3,1.62,2.726,2.852,2.076,1.515,1.961,1.221,1.424,0.891,9,1.81,0.22,0.013,0.068
"16444","FTH1","ENSG00000167996",2495,"P02794","ferritin heavy chain 1",24.04,4,4,0.887,1.406,1.968,2.171,1.541,1.533,0.966,1.082,0.685,9,1.36,0.17,0.275,0.454
"16466","ATP8","ENSG00000228253",4509,"P03928","ATP synthase F0 subunit 8",16.18,1,1,0.794,0.888,0.913,1.159,0.964,1.115,0.995,0.922,0.827,9,0.95,0.04,0.055,0.17
"16469","KLKB1","ENSG00000164344",3818,"P03952","kallikrein B1",2.19,1,1,2.712,1.831,1.385,0.683,0.561,1.259,1.343,0.729,0.928,9,1.27,0.23,0.603,0.755
"16477","C4BPA","ENSG00000123838",722,"P04003","complement component 4 binding protein alpha",1.34,1,1,1.411,2.883,1.726,0.85,0.523,1.403,0.686,0.858,0.422,9,1.2,0.26,0.631,0.777
"16478","VTN","ENSG00000109072",7448,"P04004","vitronectin",4.18,2,2,0.812,1.816,1.452,1.552,1.743,1.251,0.47,1.942,0.79,9,1.31,0.17,0.423,0.605
"16479","HMGCR","ENSG00000113161",3156,"P04035","3-hydroxy-3-methylglutaryl-CoA reductase",4.28,3,3,1.368,1.325,0.88,1.303,1.43,1.939,1.999,2.116,2.193,9,1.62,0.15,0.002,0.024
